01-05 16:30:57.089  2615  2627 I my_log  : returnType : boolean
01-05 16:30:57.089  2615  2627 I my_log  : parameterName : java.util.List
01-05 16:30:57.089  2615  2627 I my_log  : Method :urlSetEnable
01-05 16:30:57.089  2615  2627 I my_log  : returnType : boolean
01-05 16:30:57.090  2615  2627 I my_log  : parameterName : boolean
01-05 16:30:57.090  2615  2627 I my_log  : Method :urlWhiteListRead
01-05 16:30:57.090  2615  2627 I my_log  : returnType : java.util.List
01-05 16:30:57.090  2615  2627 I my_log  : Method :urlWhiteListWrite
01-05 16:30:57.090  2615  2627 I my_log  : returnType : boolean
01-05 16:30:57.090  2615  2627 I my_log  : parameterName : java.util.List
01-05 16:30:57.090  2615  2627 I my_log  : Method :wait
01-05 16:30:57.090  2615  2627 I my_log  : returnType : void
01-05 16:30:57.090  2615  2627 I my_log  : Method :wait
01-05 16:30:57.090  2615  2627 I my_log  : returnType : void
01-05 16:30:57.090  2615  2627 I my_log  : parameterName : long
01-05 16:30:57.090  2615  2627 I my_log  : Method :wait
01-05 16:30:57.091  2615  2627 I my_log  : returnType : void
01-05 16:30:57.095  2615  2627 I my_log  : parameterName : long
01-05 16:30:57.095  2615  2627 I my_log  : parameterName : int
01-05 16:30:57.095  2615  2627 I my_log  : Method :wirteIPV6
01-05 16:30:57.095  2615  2627 I my_log  : returnType : void
